release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
1981-12-09;Taps;14000000;35856053;35856053;20th Century Fox;PG;Drama;2,56114664285714e+00;1980
1998-09-25;Urban Legend;14000000;38116707;72571864;Sony Pictures;R;Horror;5,18370457142857e+00;1990
1977-07-13;The Spy Who Loved Me;14000000;46800000;185400000;Other;PG;Action;1,32428571428571e+01;1970
1982-10-22;First Blood;14000000;47212904;125212904;Other;R;Action;8,94377885714286e+00;1980
2012-08-31;The Possession;14000000;49130588;82925064;Other;PG-13;Horror;5,92321885714286e+00;2010
2009-01-16;My Bloody Valentine;14000000;51545952;102836002;Other;R;Horror;7,34542871428571e+00;2000
2007-01-12;Stomp the Yard;14000000;61356221;75525718;Sony Pictures;PG-13;Drama;5,39469414285714e+00;2000
1993-10-01;Cool Runnings;14000000;68856263;155056263;Other;PG;Adventure;1,10754473571429e+01;1990
1989-12-20;Born on the Fourth of July;14000000;70001698;70001698;Universal;R;Drama;5,00012128571429e+00;1980
1988-05-25;Crocodile Dundee 2;14000000;109306210;239606210;Paramount Pictures;PG;Adventure;1,71147292857143e+01;1980
1974-12-17;Towering Inferno;14000000;116000000;139700000;20th Century Fox;PG;Action;9,97857142857143e+00;1970
2008-11-12;Slumdog Millionaire;14000000;141330703;384530440;Other;R;Drama;2,74664600000000e+01;2000
2015-06-05;Freedom;14500000;0;872757;Other;R;Drama;6,01901379310345e-02;2010
2011-07-22;Elle s'appelait Sarah;14500000;7691700;25480031;Other;PG-13;Drama;1,75724351724138e+00;2010
1996-11-01;Romeo+Juliet;14500000;46338728;147542381;20th Century Fox;PG-13;Drama;1,01753366206897e+01;1990
2015-07-01;Magic Mike XXL;14500000;66013057;123709460;Warner Bros.;R;Comedy;8,53168689655172e+00;2010
2017-02-17;In Dubious Battle;15000000;0;214182;Other;R;Drama;1,42788000000000e-02;2010
2002-10-25;All the Queen's Men;15000000;22723;22723;Other;PG-13;Comedy;1,51486666666667e-03;2000
2011-11-04;The Son of No One;15000000;30680;1148578;Other;R;Drama;7,65718666666667e-02;2010
2013-09-06;Winnie Mandela;15000000;61847;61847;Other;R;Drama;4,12313333333333e-03;2010
2009-10-23;Ong-Bak 2;15000000;102458;7583050;Other;R;Action;5,05536666666667e-01;2000
2010-08-27;Centurion;15000000;123570;7885048;Other;R;Action;5,25669866666667e-01;2010
2003-07-25;Buffalo Soldiers;15000000;353743;353743;Other;R;Comedy;2,35828666666667e-02;2000
2004-02-06;The Return;15000000;501752;5953886;Other;PG-13;Drama;3,96925733333333e-01;2000
2013-04-26;The Reluctant Fundamentalist;15000000;528731;528731;Other;R;Drama;3,52487333333333e-02;2010
2002-01-25;Metropolis;15000000;673414;1405032;Sony Pictures;PG-13;Adventure;9,36688000000000e-02;2000
1999-11-12;Felicia's Journey;15000000;824295;1970268;Other;PG-13;Drama;1,31351200000000e-01;1990
2006-06-02;Banlieue 13;15000000;1200216;11599903;Other;R;Action;7,73326866666667e-01;2000
1986-01-17;The Clan of the Cave Bear;15000000;1953732;1953732;Warner Bros.;NA;Adventure;1,30248800000000e-01;1980
1999-10-22;Crazy in Alabama;15000000;1954202;1954202;Sony Pictures;PG-13;Drama;1,30280133333333e-01;1990
2003-12-25;The Company;15000000;2281585;3396508;Sony Pictures;PG-13;Drama;2,26433866666667e-01;2000
2016-09-09;The Disappointments Room;15000000;2423467;3144688;Other;R;Horror;2,09645866666667e-01;2010
2010-09-15;Never Let Me Go;15000000;2434652;11173718;Other;R;Drama;7,44914533333333e-01;2010
2010-09-22;You Will Meet a Tall Dark Stranger;15000000;3247816;34247816;Other;R;Drama;2,28318773333333e+00;2010
2007-01-26;Blood and Chocolate;15000000;3526588;6551310;Other;PG-13;Horror;4,36754000000000e-01;2000
1999-04-30;Idle Hands;15000000;4023741;4023741;Sony Pictures;R;Horror;2,68249400000000e-01;1990
2005-10-21;Kiss Kiss, Bang Bang;15000000;4235837;16829464;Warner Bros.;R;Comedy;1,12196426666667e+00;2000
1999-09-24;Jakob the Liar;15000000;4956401;4956401;Sony Pictures;PG-13;Drama;3,30426733333333e-01;1990
2008-08-20;The Rocker;15000000;6409528;8767338;20th Century Fox;PG-13;Comedy;5,84489200000000e-01;2000
2001-10-08;Mulholland Drive;15000000;7219578;20785973;Universal;R;Drama;1,38573153333333e+00;2000
2013-01-04;Promised Land;15000000;7597898;12394562;Other;R;Drama;8,26304133333333e-01;2010
2008-02-08;In Bruges;15000000;7800825;34533783;Other;R;Comedy;2,30225220000000e+00;2000
2006-05-05;Hoot;15000000;8117637;8224998;Other;PG;Adventure;5,48333200000000e-01;2000
2002-05-22;The Importance of Being Earnest;15000000;8378141;8378141;Other;PG;Comedy;5,58542733333333e-01;2000
2003-03-21;Boat Trip;15000000;8586376;14933713;Other;R;Comedy;9,95580866666667e-01;2000
2007-06-22;A Mighty Heart;15000000;9176787;19153568;Other;R;Drama;1,27690453333333e+00;2000
2003-02-21;Dark Blue;15000000;9237470;12262065;Other;R;Drama;8,17471000000000e-01;2000
2007-03-02;Black Snake Moan;15000000;9396870;10951153;Other;R;Drama;7,30076866666667e-01;2000
1993-04-23;The Dark Half;15000000;9579068;9579068;Other;R;Horror;6,38604533333333e-01;1990
2004-10-08;Raise Your Voice;15000000;10411980;14811980;Other;PG;Drama;9,87465333333333e-01;2000
2000-03-24;Here on Earth;15000000;10494147;10845127;20th Century Fox;PG-13;Drama;7,23008466666667e-01;2000
1989-03-01;New York Stories;15000000;10763469;10763469;Other;PG;Drama;7,17564600000000e-01;1980
1998-04-03;Barney's Great Adventure;15000000;11156471;11156471;Other;G;Adventure;7,43764733333333e-01;1990
1999-08-27;The Muse;15000000;11614954;11614954;Other;PG-13;Comedy;7,74330266666667e-01;1990
2002-10-11;Knockaround Guys;15000000;11660180;12419700;Other;R;Drama;8,27980000000000e-01;2000
2003-04-25;Confidence;15000000;12212417;12212417;Other;R;Drama;8,14161133333333e-01;2000
2017-01-20;The Founder;15000000;12786053;24408130;Other;PG-13;Drama;1,62720866666667e+00;2010
2000-09-01;Highlander: Endgame;15000000;12801190;12801190;Other;R;Action;8,53412666666667e-01;2000
2009-10-02;Whip It;15000000;13077184;18889972;Other;PG-13;Comedy;1,25933146666667e+00;2000
2004-06-25;De-Lovely;15000000;13337299;18524496;Other;PG-13;Drama;1,23496640000000e+00;2000
2011-08-19;One Day;15000000;13843771;59168692;Other;PG-13;Drama;3,94457946666667e+00;2010
2001-04-20;Freddy Got Fingered;15000000;14249005;14249005;20th Century Fox;R;Comedy;9,49933666666667e-01;2000
1984-05-11;Firestarter;15000000;15136870;15136870;Universal;NA;Horror;1,00912466666667e+00;1980
2012-11-02;The Man with the Iron Fists;15000000;15634090;22018988;Universal;R;Action;1,46793253333333e+00;2010
2009-06-26;The Hurt Locker;15000000;17017811;49894223;Other;R;Drama;3,32628153333333e+00;2000
1998-03-06;The Big Lebowski;15000000;17498804;46189568;Other;R;Comedy;3,07930453333333e+00;1990
2006-10-13;The Marine;15000000;18844784;22165608;20th Century Fox;PG-13;Action;1,47770720000000e+00;2000
2002-10-11;Tuck Everlasting;15000000;19161999;19344615;Other;PG;Drama;1,28964100000000e+00;2000
2010-12-22;Country Strong;15000000;20218921;20601987;Sony Pictures;PG-13;Drama;1,37346580000000e+00;2010
2016-04-29;Keanu;15000000;20591853;20688141;Warner Bros.;R;Comedy;1,37920940000000e+00;2010
2007-03-23;The Hills Have Eyes II;15000000;20804166;37466538;20th Century Fox;R;Horror;2,49776920000000e+00;2000
2006-10-20;Flicka;15000000;21000147;21896367;20th Century Fox;PG;Drama;1,45975780000000e+00;2000
2013-03-29;The Place Beyond the Pines;15000000;21403519;47011449;Other;R;Drama;3,13409660000000e+00;2010
2000-09-22;Urban Legends: Final Cut;15000000;21468807;38574362;Sony Pictures;R;Horror;2,57162413333333e+00;2000
1993-01-15;Nowhere to Run;15000000;22189039;52189039;Sony Pictures;R;Action;3,47926926666667e+00;1990
1993-11-05;The Remains of the Day;15000000;22954968;63954968;Sony Pictures;PG;Drama;4,26366453333333e+00;1990
2010-07-23;Ramona and Beezus;15000000;26167002;27469621;20th Century Fox;G;Adventure;1,83130806666667e+00;2010
1997-10-10;Boogie Nights;15000000;26410771;43111725;Other;R;Drama;2,87411500000000e+00;1990
2000-10-27;Book of Shadows: Blair Witch 2;15000000;26421314;47721314;Other;R;Horror;3,18142093333333e+00;2000
2000-04-21;Love and Basketball;15000000;27441122;27709625;Other;PG-13;Drama;1,84730833333333e+00;2000
2007-05-11;28 Weeks Later;15000000;28638916;64232714;20th Century Fox;R;Horror;4,28218093333333e+00;2000
2014-08-22;When the Game Stands Tall;15000000;30127963;30138912;Sony Pictures;PG;Drama;2,00926080000000e+00;2010
2007-12-25;The Great Debaters;15000000;30226144;30261293;Other;PG-13;Drama;2,01741953333333e+00;2000
2002-07-12;Halloween: Resurrection;15000000;30259652;37659652;Other;R;Horror;2,51064346666667e+00;2000
1987-09-25;The Princess Bride;15000000;30857000;30858487;20th Century Fox;PG;Adventure;2,05723246666667e+00;1980
2005-02-18;Because of Winn-Dixie;15000000;32647042;33508485;20th Century Fox;PG;Comedy;2,23389900000000e+00;2000
2009-03-13;The Last House on the Left;15000000;32752215;46526243;Universal;R;Horror;3,10174953333333e+00;2000
2009-08-28;Halloween 2;15000000;33392973;38512850;Other;R;Horror;2,56752333333333e+00;2000
2000-04-28;Where the Heart Is;15000000;33771174;40862054;20th Century Fox;PG-13;Drama;2,72413693333333e+00;2000
2003-04-18;Malibu's Most Wanted;15000000;34308901;34499204;Warner Bros.;PG-13;Comedy;2,29994693333333e+00;2000
2011-09-16;Drive;15000000;35060689;81357930;Other;R;Action;5,42386200000000e+00;2010
2014-11-07;The Theory of Everything;15000000;35893537;123327692;Other;PG-13;Drama;8,22184613333333e+00;2010
1962-12-16;Lawrence of Arabia;15000000;37495385;69995385;Sony Pictures;PG;Adventure;4,66635900000000e+00;1960
2014-12-03;Wild;15000000;37880356;52460543;Other;R;Drama;3,49736953333333e+00;2010
2001-12-14;Not Another Teen Movie;15000000;37882551;62401343;Sony Pictures;R;Comedy;4,16008953333333e+00;2000
1993-06-09;What's Love Got to Do With It;15000000;39100956;39100956;Other;R;Drama;2,60673040000000e+00;1990
1998-12-25;The Faculty;15000000;40283321;40283321;Other;R;Horror;2,68555473333333e+00;1990
2003-05-02;The Lizzie McGuire Movie;15000000;42734455;55534455;Other;PG;Adventure;3,70229700000000e+00;2000
1997-12-25;Wag the Dog;15000000;43057470;64252038;Other;R;Drama;4,28346920000000e+00;1990
1997-08-15;Cop Land;15000000;44906632;63706632;Other;R;Drama;4,24710880000000e+00;1990
2002-02-08;Big Fat Liar;15000000;47811275;52461017;Universal;PG;Adventure;3,49740113333333e+00;2000
2006-02-03;When a Stranger Calls;15000000;47860214;67215435;Sony Pictures;PG-13;Horror;4,48102900000000e+00;2000
1979-01-01;The Deer Hunter;15000000;50000000;50009253;Universal;R;Drama;3,33395020000000e+00;1970
1994-12-21;Little Women;15000000;50003303;50003303;Sony Pictures;PG;Drama;3,33355353333333e+00;1990
2006-09-30;The Queen;15000000;56441711;128885873;Other;PG-13;Drama;8,59239153333333e+00;2000
1983-07-29;National Lampoon’s Vacation;15000000;61400000;61400000;Warner Bros.;R;Comedy;4,09333333333333e+00;1980
2010-03-19;Diary of a Wimpy Kid;15000000;64003625;76954311;20th Century Fox;PG;Adventure;5,13028740000000e+00;2010
1987-03-06;Lethal Weapon;15000000;65192350;120192350;Warner Bros.;R;Action;8,01282333333333e+00;1980
1980-03-07;Coal Miner's Daughter;15000000;67182787;67182787;Universal;PG;Drama;4,47885246666667e+00;1980
1980-10-10;Private Benjamin;15000000;69847348;69847348;Warner Bros.;R;Comedy;4,65648986666667e+00;1980
2013-01-18;Mama;15000000;71628180;148095566;Universal;PG-13;Horror;9,87303773333333e+00;2010
1959-11-18;Ben-Hur;15000000;73000000;73000000;Other;G;Adventure;4,86666666666667e+00;1950
1988-03-30;Beetlejuice;15000000;73326666;73326666;Warner Bros.;PG;Comedy;4,88844440000000e+00;1980
2014-11-28;The Imitation Game;15000000;91125143;227773686;Other;PG-13;Drama;1,51849124000000e+01;2010
1985-12-18;The Color Purple;15000000;93589701;93589701;Warner Bros.;PG-13;Drama;6,23931340000000e+00;1980
1978-06-28;Heaven Can Wait;15000000;98800000;98800000;Paramount Pictures;PG;Comedy;6,58666666666667e+00;1970
2013-10-25;Jackass Presents: Bad Grandpa;15000000;102003019;160903019;Paramount Pictures;R;Comedy;1,07268679333333e+01;2010
2017-08-11;Annabelle: Creation;15000000;102092201;305385888;Warner Bros.;R;Horror;2,03590592000000e+01;2010
1996-12-20;Scream;15000000;103046663;173046663;Other;R;Horror;1,15364442000000e+01;1990
1988-12-09;Twins;15000000;111936388;216600000;Universal;PG;Comedy;1,44400000000000e+01;1980
2000-12-08;Crouching Tiger, Hidden Dragon;15000000;128067808;213514672;Other;PG-13;Action;1,42343114666667e+01;2000
1999-09-15;American Beauty;15000000;130058047;356258047;Other;R;Drama;2,37505364666667e+01;1990
2010-11-26;The King’s Speech;15000000;138797449;430821168;Other;R;Drama;2,87214112000000e+01;2010
1987-11-25;3 Men and a Baby;15000000;167780960;167780960;Other;PG;Comedy;1,11853973333333e+01;1980
1982-12-17;Tootsie;15000000;177200000;177200000;Sony Pictures;PG;Comedy;1,18133333333333e+01;1980
1986-05-16;Top Gun;15000000;179800601;356799634;Paramount Pictures;PG;Action;2,37866422666667e+01;1980
1984-12-05;Beverly Hills Cop;15000000;234760478;316300000;Paramount Pictures;R;Action;2,10866666666667e+01;1980
1990-11-16;Home Alone;15000000;285761243;476684675;20th Century Fox;PG;Comedy;3,17789783333333e+01;1990
2006-03-31;Slither;15250000;7802450;12930343;Universal;R;Horror;8,47891344262295e-01;2000
2010-02-26;The Yellow Handkerchief;15500000;318623;318623;Other;PG-13;Drama;2,05563225806452e-02;2010
2005-04-22;Madison;15500000;517262;517262;Other;PG;Drama;3,33717419354839e-02;2000
2002-11-15;Ararat;15500000;1693000;1693000;Other;R;Drama;1,09225806451613e-01;2000
2007-06-08;La Môme;15500000;10299782;88611837;Other;PG-13;Drama;5,71689270967742e+00;2000
2002-06-21;Juwanna Mann;15600000;13571817;13771817;Warner Bros.;PG-13;Comedy;8,82808782051282e-01;2000
2008-12-31;Good;16000000;31631;31631;Other;R;Drama;1,97693750000000e-03;2000
2014-10-01;Men, Women and Children;16000000;705908;1685403;Paramount Pictures;R;Comedy;1,05337687500000e-01;2010
2005-12-21;The White Countess;16000000;1669971;2814566;Other;PG-13;Drama;1,75910375000000e-01;2000
1997-08-15;Steel;16000000;1686429;1686429;Warner Bros.;PG-13;Action;1,05401812500000e-01;1990
2014-05-16;The Immigrant;16000000;2013456;7585011;Other;R;Drama;4,74063187500000e-01;2010
2007-10-19;Things We Lost in the Fire;16000000;3287315;8120148;Paramount Pictures;R;Drama;5,07509250000000e-01;2000
1999-08-13;Detroit Rock City;16000000;4217115;5825314;Other;R;Comedy;3,64082125000000e-01;1990
2000-09-15;Duets;16000000;4734235;6615452;Other;R;Drama;4,13465750000000e-01;2000
2016-11-18;Bleed for This;16000000;5083906;6603926;Other;R;Drama;4,12745375000000e-01;2010
1986-03-07;Highlander;16000000;5900000;12900000;20th Century Fox;R;Action;8,06250000000000e-01;1980
1979-10-19;Meteor;16000000;8400000;8400000;Other;NA;Action;5,25000000000000e-01;1970
2004-09-03;The Cookout;16000000;11540112;11540112;Other;PG-13;Comedy;7,21257000000000e-01;2000
2012-06-29;People Like Us;16000000;12431792;12617472;Other;PG-13;Drama;7,88592000000000e-01;2010
1988-12-09;My Stepmother Is an Alien;16000000;13854000;13854000;Sony Pictures;PG-13;Comedy;8,65875000000000e-01;1980
2004-05-28;Soul Plane;16000000;13922211;14553807;Other;R;Comedy;9,09612937500000e-01;2000
2003-07-18;How to Deal;16000000;14108518;14108518;Other;PG-13;Drama;8,81782375000000e-01;2000
1987-01-30;Radio Days;16000000;14792779;14792779;Other;NA;Comedy;9,24548687500000e-01;1980
2000-03-03;Drowning Mona;16000000;15427192;15980376;Other;PG-13;Comedy;9,98773500000000e-01;2000
2002-10-11;White Oleander;16000000;16357770;21657770;Warner Bros.;PG-13;Drama;1,35361062500000e+00;2000
2010-03-12;Remember Me;16000000;19068240;56506120;Other;PG-13;Drama;3,53163250000000e+00;2010
2008-08-15;Vicky Cristina Barcelona;16000000;23216709;104504817;Other;PG-13;Comedy;6,53155106250000e+00;2000
2007-04-20;Hot Fuzz;16000000;23618786;81742618;Other;R;Comedy;5,10891362500000e+00;2000
2008-09-12;The Women;16000000;26902075;50103808;Other;PG-13;Comedy;3,13148800000000e+00;2000
2001-04-11;Joe Dirt;16000000;27087695;30987695;Sony Pictures;PG-13;Comedy;1,93673093750000e+00;2000
2001-06-27;Baby Boy;16000000;28734552;28734552;Sony Pictures;R;Drama;1,79590950000000e+00;2000
1991-08-09;Double Impact;16000000;29090445;29090445;Sony Pictures;R;Action;1,81815281250000e+00;1990
2001-03-02;See Spot Run;16000000;33357476;43057552;Warner Bros.;PG;Adventure;2,69109700000000e+00;2000
2007-02-02;The Messengers;16000000;35374833;53774833;Sony Pictures;PG-13;Horror;3,36092706250000e+00;2000
2006-12-29;El Laberinto del Fauno;16000000;37634615;87041569;Other;R;Horror;5,44009806250000e+00;2000
2002-08-02;The Master of Disguise;16000000;40363530;40363530;Sony Pictures;PG;Adventure;2,52272062500000e+00;2000
2011-11-25;The Artist;16000000;44667095;128256712;Other;PG-13;Drama;8,01604450000000e+00;2010
2012-05-25;Moonrise Kingdom;16000000;45512466;68848446;Other;PG-13;Drama;4,30302787500000e+00;2010
1999-01-15;Varsity Blues;16000000;52894169;54294169;Paramount Pictures;R;Drama;3,39338556250000e+00;1990
1982-12-08;The Verdict;16000000;53977250;53977250;20th Century Fox;R;Drama;3,37357812500000e+00;1980
2000-05-19;Road Trip;16000000;68525609;119739110;Other;R;Comedy;7,48369437500000e+00;2000
1994-12-16;Dumb & Dumber;16000000;127175374;246400000;Other;PG-13;Comedy;1,54000000000000e+01;1990
1989-06-02;Dead Poets Society;16400000;95860116;239500000;Other;PG;Drama;1,46036585365854e+01;1980
2007-09-21;Sydney White;16500000;11892415;13636339;Universal;PG-13;Comedy;8,26444787878788e-01;2000
2003-12-19;House of Sand and Fog;16500000;13005485;16157923;Other;R;Drama;9,79268060606061e-01;2000
2006-08-18;The Illusionist;16500000;39868642;83792062;Other;PG-13;Drama;5,07830678787879e+00;2000
1995-12-11;Sense and Sensibility;16500000;42993774;134993774;Sony Pictures;PG;Drama;8,18144084848485e+00;1990
1987-12-11;Wall Street;16500000;43848100;43848100;20th Century Fox;R;Drama;2,65746060606061e+00;1980
1991-11-27;My Girl;16500000;58011485;58011485;Sony Pictures;PG-13;Comedy;3,51584757575758e+00;1990
2016-03-11;The Young Messiah;16800000;6469813;7313697;Other;PG-13;Drama;4,35339107142857e-01;2010
2015-06-26;Escobar: Paradise Lost;17000000;195792;3917679;Other;R;Drama;2,30451705882353e-01;2010
2016-06-10;Genius;17000000;1361045;6942889;Other;PG-13;Drama;4,08405235294118e-01;2010
2003-10-17;Veronica Guerin;17000000;1569918;9438074;Other;R;Drama;5,55180823529412e-01;2000
1981-01-01;Roar;17000000;2110050;2110050;NA;PG;Adventure;1,24120588235294e-01;1980
2010-12-25;L'illusionniste;17000000;2231474;8609949;Other;PG;Adventure;5,06467588235294e-01;2010
2004-04-30;Bobby Jones: Stroke of Genius;17000000;2694071;2694071;Other;PG;Drama;1,58474764705882e-01;2000
2012-08-24;The Apparition;17000000;4936819;10637281;Warner Bros.;PG-13;Horror;6,25722411764706e-01;2010
2006-02-24;Running Scared;17000000;6855137;9729088;Other;R;Action;5,72299294117647e-01;2000
2008-01-25;How She Move;17000000;7070641;8607815;Other;PG-13;Drama;5,06342058823529e-01;2000
1987-07-24;Superman IV: The Quest for Peace;17000000;11227824;11227824;Warner Bros.;PG;Action;6,60460235294118e-01;1980
2002-11-27;Wes Craven Presents: They;17000000;12840842;16140842;Other;PG-13;Horror;9,49461294117647e-01;2000
1998-12-11;A Simple Plan;17000000;16316273;16316273;Paramount Pictures;R;Drama;9,59780764705882e-01;1990
2001-08-24;Summer Catch;17000000;19693891;19693891;Warner Bros.;PG-13;Comedy;1,15846417647059e+00;2000
2006-03-31;ATL;17000000;21170563;21170563;Warner Bros.;PG-13;Comedy;1,24532723529412e+00;2000
2003-09-05;Dickie Roberts: Former Child Star;17000000;22734486;23734486;Paramount Pictures;PG-13;Comedy;1,39614623529412e+00;2000
